h;f_backward;f_central;f_forward;d_backward;d_central;d_forward;f_s;d_s
0.00680 ;0.000597483010037; 0.000002944379108; 0.000603371768253; 0.000601721373009; 0.000000681179159; 0.000600359014692; 0.000179889843336; 0.000602231100192; 
0.00700 ;0.000617271752103; 0.000000053553836; 0.000617408662097; 0.000619439648525; 0.000000721837750; 0.000617995973024; 0.000395613953940; 0.000619979763198; 
0.00720 ;0.000635928005917; 0.000001513867633; 0.000638925938861; 0.000637159099454; 0.000000763674851; 0.000635631749752; 0.002009975955359; 0.000637730477396; 
0.00740 ;0.000653630585416; 0.000001198143704; 0.000651234298007; 0.000654879725704; 0.000000806690453; 0.000653266344798; 0.000643995359071; 0.000655483249630; 
0.00760 ;0.000678217501385; 0.000003731341107; 0.000670725016849; 0.000672601527189; 0.000000850884564; 0.000670899758061; 0.001347515032164; 0.000673238072121; 
0.00780 ;0.000693893522961; 0.000002330631955; 0.000689232259052; 0.000690324503832; 0.000000896257182; 0.000688531989468; 0.001411292002074; 0.000690994947976; 
0.00800 ;0.000708824486478; 0.000001019329770; 0.000706785826938; 0.000708048655525; 0.000000942808308; 0.000706163038909; 0.000756743595473; 0.000708753872985; 
0.00820 ;0.000722980589612; 0.000000291972415; 0.000723534732120; 0.000725773982194; 0.000000990537934; 0.000723792906326; 0.000373888060919; 0.000726514855509; 
0.00840 ;0.000743544192059; 0.000002032608731; 0.000739478974597; 0.000743500483748; 0.000001039446081; 0.000741421591587; 0.000226649687163; 0.000744277882103; 
0.00860 ;0.000763213724835; 0.000000840515835; 0.000761562495487; 0.000761228160090; 0.000001089532720; 0.000759049094650; 0.001089680240027; 0.000762042964467; 
0.00880 ;0.000775164456113; 0.000000381379382; 0.000775897412555; 0.000778957011133; 0.000001140797866; 0.000776675415401; 0.000518116400114; 0.000779810095227; 
0.00900 ;0.000799870581372; 0.000005161852582; 0.000789576678531; 0.000796687036798; 0.000001193241518; 0.000794300553762; 0.000170368001334; 0.000797579279424; 
0.00920 ;0.000817006916745; 0.000003910155041; 0.000809186606662; 0.000814418236975; 0.000001246863663; 0.000811924509649; 0.000723290488592; 0.000815350512238; 
0.00940 ;0.000833398194058; 0.000002718062146; 0.000827932267444; 0.000832150611600; 0.000001301664320; 0.000829547282959; 0.000714990541807; 0.000833123796098; 
0.00960 ;0.000849133820279; 0.000001615376218; 0.000845873265521; 0.000849884160568; 0.000001357643478; 0.000847168873613; 0.000213477060667; 0.000850899130794; 
0.00980 ;0.000870293469174; 0.000003582329495; 0.000863128810184; 0.000867618883805; 0.000001414801146; 0.000864789281514; 0.000519725725523; 0.000868676512835; 
0.01000 ;0.000884628386243; 0.000002479643567; 0.000879669099109; 0.000885354781221; 0.000001473137319; 0.000882408506583; 0.000346946761481; 0.000886455944983; 
0.01020 ;0.000904268116696; 0.000001436562283; 0.000901394992130; 0.000903091852711; 0.000001532651986; 0.000900026548739; 0.000896024749152; 0.000904237427594; 
0.01040 ;0.000917410940869; 0.000002437739627; 0.000922316222446; 0.000920830098189; 0.000001593345153; 0.000917643407883; 0.001533749744765; 0.000922020958032; 
0.01060 ;0.000941312403424; 0.000002241224988; 0.000936800151126; 0.000938569517586; 0.000001655216836; 0.000935259083914; 0.001188072607390; 0.000939806535174; 
0.01080 ;0.000958806366666; 0.000004029364331; 0.000950747638004; 0.000956310110796; 0.000001718267007; 0.000952873576781; 0.000476959392897; 0.000957594164866; 
0.01100 ;0.000975644678815; 0.000003016085370; 0.000969612508075; 0.000974051877721; 0.000001782495684; 0.000970486886354; 0.000425759003035; 0.000975383838486; 
0.01120 ;0.000991946549161; 0.000002062411053; 0.000987791924732; 0.000991794818292; 0.000001847902855; 0.000988099012582; 0.001440990016333; 0.000993175561137; 
0.01140 ;0.001012837977154; 0.000003731341107; 0.001005345492618; 0.001009538932413; 0.000001914488531; 0.001005709955351; 0.001118186161391; 0.001010969331368; 
0.01160 ;0.001027888149960; 0.000002777666791; 0.001022303014057; 0.001027284219996; 0.000001982252703; 0.001023319714590; 0.000921729252211; 0.001028765150522; 
0.01180 ;0.001042431683285; 0.000000649600284; 0.001043730883853; 0.001045030680958; 0.000002051195384; 0.001040928290190; 0.001267495796553; 0.001046563014294; 
0.01200 ;0.001066422552807; 0.000003463120206; 0.001059466510074; 0.001062778315204; 0.000002121316561; 0.001058535682083; 0.001274141714445; 0.001064362925227; 
0.01220 ;0.001079863400204; 0.000002569050534; 0.001074695496814; 0.001080527122645; 0.000002192616237; 0.001076141890170; 0.000974226043097; 0.001082164882669; 
0.01240 ;0.001097685188992; 0.000001734585507; 0.001094245820300; 0.001098277103188; 0.000002265094406; 0.001093746914377; 0.001172485992781; 0.001099968887604; 
0.01260 ;0.001119649500592; 0.000005608887417; 0.001108431725757; 0.001116028256747; 0.000002338751074; 0.001111350754598; 0.001071396515242; 0.001117774937500; 
0.01280 ;0.001136249394162; 0.000004714817746; 0.001126849560993; 0.001133780583240; 0.000002413586244; 0.001128953410752; 0.001062306806914; 0.001135583032274; 
0.01300 ;0.001152402252896; 0.000001555771573; 0.001149260907428; 0.001151534082575; 0.000002489599906; 0.001146554882764; 0.001489672109953; 0.001153393173926; 
0.01320 ;0.001168018669827; 0.000000751108868; 0.001166486649768; 0.001169288754647; 0.000002566792060; 0.001164155170527; 0.001287806079260; 0.001171205359221; 
0.01340 ;0.001187658400281; 0.000004446596844; 0.001178735404270; 0.001187044599399; 0.000002645162720; 0.001181754273959; 0.000844079301230; 0.001189019589728; 
0.01360 ;0.001206672281964; 0.000003612131817; 0.001199418216007; 0.001204801616713; 0.000002724711869; 0.001199352192975; 0.001146662280432; 0.001206835865130; 
0.01380 ;0.001220828385098; 0.000000661701901; 0.001219504981296; 0.001222559806517; 0.000002805439515; 0.001216948927486; 0.001505735561720; 0.001224654184658; 
0.01400 ;0.001238858790143; 0.000002062411053; 0.001234733968036; 0.001240319168712; 0.000002887345656; 0.001234544477400; 0.001003819749228; 0.001242474548283; 
0.01420 ;0.001260554880841; 0.000005489678128; 0.001249545722263; 0.001258079703219; 0.000002970430290; 0.001252138842639; 0.000895100877158; 0.001260296955520; 
0.01440 ;0.001277512402280; 0.000004714817746; 0.001268112569110; 0.001275841409943; 0.000003054693419; 0.001269732023105; 0.001147645757071; 0.001278121406561; 
0.01460 ;0.001294022888882; 0.000001913399441; 0.001290196090000; 0.001293604288799; 0.000003140135043; 0.001287324018714; 0.001452478811613; 0.001295947900098; 
0.01480 ;0.001314109654172; 0.000005221457226; 0.001303666739719; 0.001311368339693; 0.000003226755158; 0.001304914829377; 0.001260820076338; 0.001313776437075; 
0.01500 ;0.001329666466458; 0.000004446596844; 0.001320743470447; 0.001329133562535; 0.000003314553761; 0.001322504455014; 0.001141670391432; 0.001331607016940; 
0.01520 ;0.001344835848553; 0.000001794190152; 0.001341277270572; 0.001346899957234; 0.000003403530852; 0.001340092895530; 0.001347515032164; 0.001349439638795; 
0.01540 ;0.001363462300046; 0.000003016085370; 0.001357430129306; 0.001364667523717; 0.000003493686444; 0.001357680150830; 0.001099321291319; 0.001367274302385; 
0.01560 ;0.001381641716702; 0.000004237980588; 0.001373165755527; 0.001382436261879; 0.000003585020521; 0.001375266220838; 0.001166376516692; 0.001385111008469; 
0.01580 ;0.001399314493878; 0.000003522724850; 0.001392298846500; 0.001400206171635; 0.000003677533088; 0.001392851105460; 0.001286315963141; 0.001402949756027; 
0.01600 ;0.001416629643185; 0.000002867073758; 0.001410865693347; 0.001417977252904; 0.000003771224145; 0.001410434804615; 0.001455235526434; 0.001420790545518; 
0.01620 ;0.001437133640988; 0.000005877108319; 0.001425379424350; 0.001435749505589; 0.000003866093693; 0.001428017318204; 0.001215088412634; 0.001438633374888; 
0.01640 ;0.001453495115979; 0.000003343910916; 0.001446777491824; 0.001453522929597; 0.000003962141725; 0.001445598646147; 0.001703563377730; 0.001456478245658; 
0.01660 ;0.001469469160779; 0.000002688259823; 0.001464092641132; 0.001471297524853; 0.000004059368249; 0.001463178788355; 0.001570704624525; 0.001474325156856; 
0.01680 ;0.001488602251752; 0.000003820748074; 0.001480990557926; 0.001489073291252; 0.000004157773255; 0.001480757744742; 0.001493755028120; 0.001492174108459; 
0.01700 ;0.001507347912533; 0.000004953236325; 0.001497441439884; 0.001506850228714; 0.000004257356747; 0.001498335515220; 0.001468929693571; 0.001510025100514; 
0.01720 ;0.001525586933835; 0.000004297585232; 0.001517021565692; 0.001524628337152; 0.000004358118726; 0.001515912099700; 0.001694116041533; 0.001527878131630; 
0.01740 ;0.001543438524945; 0.000005370468838; 0.001532697587268; 0.001542407616472; 0.000004460059192; 0.001533487498089; 0.001364696071020; 0.001545733202442; 
0.01760 ;0.001560872883542; 0.000004714817746; 0.001551443248050; 0.001560188066588; 0.000004563178142; 0.001551061710304; 0.001672643468252; 0.001563590312160; 
0.01780 ;0.001577919811947; 0.000004088968976; 0.001569741873996; 0.001577969687411; 0.000004667475577; 0.001568634736256; 0.001823025987021; 0.001581449460827; 
0.01800 ;0.001594579310162; 0.000003463120206; 0.001587653069751; 0.001595752478848; 0.000004772951495; 0.001586206575858; 0.001826006219260; 0.001599310648207; 
0.01820 ;0.001614189238293; 0.000004536003812; 0.001605117230670; 0.001613536440819; 0.000004879605897; 0.001603777229026; 0.001691225216261; 0.001617173874142; 
0.01840 ;0.001633322329266; 0.000007158608182; 0.001619005112903; 0.001631321573220; 0.000004987438778; 0.001621346695663; 0.001427504465453; 0.001635039137896; 
0.01860 ;0.001648849339230; 0.000004923434003; 0.001639032273548; 0.001649107875978; 0.000005096450142; 0.001638914975695; 0.001732412025801; 0.001652906440138; 
0.01880 ;0.001667207569821; 0.000005906910641; 0.001655423550861; 0.001666895348993; 0.000005206639987; 0.001656482069019; 0.001558202550284; 0.001670775779341; 
0.01900 ;0.001685208172543; 0.000005281061871; 0.001674616246478; 0.001684683992180; 0.000005318008309; 0.001674047975562; 0.001595172331206; 0.001688647156317; 
0.01920 ;0.001702851147397; 0.000006294340832; 0.001690262465732; 0.001702473805447; 0.000005430555112; 0.001691612695223; 0.001668664858214; 0.001706520570061; 
0.01940 ;0.001720076889737; 0.000005698294385; 0.001708710103290; 0.001720264788706; 0.000005544280390; 0.001709176227925; 0.001617986008993; 0.001724396020593; 
0.01960 ;0.001736974806531; 0.000005102247937; 0.001726770310657; 0.001738056941876; 0.000005659184153; 0.001726738573570; 0.001605811760298; 0.001742273507117; 
0.01980 ;0.001756554932339; 0.000006026119931; 0.001744472890155; 0.001755850264860; 0.000005775266390; 0.001744299732079; 0.001933980033270; 0.001760153030660; 
0.02000 ;0.001772737593396; 0.000005459875806; 0.001761817841785; 0.001773644757567; 0.000005892527105; 0.001761859703357; 0.001837062880865; 0.001778034589719; 
0.02020 ;0.001791542858822; 0.000006353945477; 0.001778834967868; 0.001791440419914; 0.000006010966293; 0.001779418487329; 0.001778247997633; 0.001795918185142; 
0.02040 ;0.001810020298703; 0.000005817503674; 0.001798385291355; 0.001809237251812; 0.000006130583962; 0.001796976083887; 0.001898604676596; 0.001813803815096; 
0.02060 ;0.001828110308392; 0.000006711573346; 0.001814716964023; 0.001827035253165; 0.000006251380101; 0.001814532492964; 0.001906815216414; 0.001831691480818; 
0.02080 ;0.001845872492535; 0.000007575840695; 0.001830720811145; 0.001844834423889; 0.000006373354717; 0.001832087714455; 0.001671510980002; 0.001849581180936; 
0.02100 ;0.001863277048810; 0.000007009596570; 0.001849228053348; 0.001862634763895; 0.000006496507804; 0.001849641748287; 0.001747179076544; 0.001867472915994; 
0.02120 ;0.001880353779538; 0.000006473154767; 0.001867437272327; 0.001880436273088; 0.000006620839360; 0.001867194594367; 0.001983779713980; 0.001885366685561; 
0.02140 ;0.001899933905347; 0.000007337422116; 0.001885259061115; 0.001898238951386; 0.000006746349391; 0.001884746252604; 0.001981887266508; 0.001903262489039; 
0.02160 ;0.001916354984982; 0.000006800980313; 0.001902753024356; 0.001916042798697; 0.000006873037891; 0.001902296722915; 0.002009990856520; 0.001921160326404; 
0.02180 ;0.001932478041394; 0.000006264538510; 0.001919948964374; 0.001933847814934; 0.000007000904864; 0.001919846005206; 0.001941087887160; 0.001939060196977; 
0.02200 ;0.001953727097256; 0.000008440108044; 0.001936846881168; 0.001951654000006; 0.000007129950305; 0.001937394099397; 0.002026709959380; 0.001956962101096; 
0.02220 ;0.001969224304898; 0.000006562561734; 0.001956099181430; 0.001969461353819; 0.000007260174214; 0.001954941005392; 0.002137634203307; 0.001974866037993; 
0.02240 ;0.001987075896008; 0.000007367224438; 0.001972371249454; 0.001987269876298; 0.000007391576592; 0.001972486723114; 0.001916128442160; 0.001992772008109; 
0.02260 ;0.002004689068539; 0.000006860584958; 0.001990938096301; 0.002005079567339; 0.000007524157437; 0.001990031252464; 0.001963186309210; 0.002010680010161; 
0.02280 ;0.002024537415249; 0.000008976549847; 0.002006614117877; 0.002022890426859; 0.000007657916747; 0.002007574593366; 0.002035471842161; 0.002028590044920; 
0.02300 ;0.002041465134366; 0.000008440108044; 0.002024584918277; 0.002040702454767; 0.000007792854523; 0.002025116745722; 0.002019035861365; 0.002046502111053; 
0.02320 ;0.002058124632580; 0.000007933468564; 0.002042257695453; 0.002058515650976; 0.000007928970762; 0.002042657709452; 0.002029138848654; 0.002064416209217; 
0.02340 ;0.002077019304974; 0.000008678526623; 0.002059632449405; 0.002076330015395; 0.000008066265465; 0.002060197484464; 0.002064409897200; 0.002082332338853; 
0.02360 ;0.002095615954144; 0.000009453387005; 0.002076709180133; 0.002094145547937; 0.000008204738631; 0.002077736070675; 0.002016621873251; 0.002100250499281; 
0.02380 ;0.002111381382687; 0.000007695049985; 0.002095991282718; 0.002111962248512; 0.000008344390261; 0.002095273467989; 0.002205523893706; 0.002118170690696; 
0.02400 ;0.002129381985409; 0.000008440108044; 0.002112501769321; 0.002129780117027; 0.000008485220351; 0.002112809676325; 0.001998502061240; 0.002136092912741; 
0.02420 ;0.002147054762585; 0.000009185166104; 0.002128714232700; 0.002147599153397; 0.000008627228899; 0.002130344695599; 0.002025681779257; 0.002154017165316; 
0.02440 ;0.002164459318860; 0.000008678526623; 0.002147102265613; 0.002165419357534; 0.000008770415910; 0.002147878525714; 0.002075496361128; 0.002171943447622; 
0.02460 ;0.002184009642346; 0.000009393782361; 0.002165192275302; 0.002183240729346; 0.000008914781379; 0.002165411166588; 0.002146783516280; 0.002189871759870; 
0.02480 ;0.002200847954495; 0.000008916945202; 0.002182984261768; 0.002201063268746; 0.000009060325308; 0.002182942618131; 0.002238515064589; 0.002207802101394; 
0.02500 ;0.002219772429211; 0.000009632200940; 0.002200508027332; 0.002218886975638; 0.000009207047690; 0.002200472880258; 0.002254310295454; 0.002225734472323; 
0.02520 ;0.002236044497235; 0.000009155363782; 0.002217733769672; 0.002236711849943; 0.000009354948530; 0.002218001952883; 0.002197700784079; 0.002243668872291; 
0.02540 ;0.002254402727826; 0.000008678526623; 0.002237075476901; 0.002254537891561; 0.000009504027824; 0.002235529835914; 0.002349305198065; 0.002261605300995; 
0.02560 ;0.002272462935193; 0.000010526270611; 0.002251410393970; 0.002272365100412; 0.000009654285573; 0.002253056529267; 0.002153697655073; 0.002279543758019; 
0.02580 ;0.002290284723981; 0.000010079235776; 0.002270156054752; 0.002290193476400; 0.000009805721773; 0.002270582032853; 0.002253758952490; 0.002297484243012; 
0.02600 ;0.002307808489545; 0.000009602398617; 0.002288633494632; 0.002308023019441; 0.000009958336429; 0.002288106346583; 0.002371388718954; 0.002315426756010; 
0.02620 ;0.002325064034207; 0.000009125561459; 0.002306812911289; 0.002325853729443; 0.000010112129535; 0.002305629470374; 0.002332139060370; 0.002333371296761; 
0.02640 ;0.002344316334469; 0.000010913700802; 0.002322459130542; 0.002343685606318; 0.000010267101093; 0.002323151404131; 0.002314049050680; 0.002351317864747; 
0.02660 ;0.002361035437329; 0.000010436863644; 0.002340131907718; 0.002361518649974; 0.000010423251100; 0.002340672147774; 0.002316269323698; 0.002369266459675; 
0.02680 ;0.002379721493466; 0.000009989828808; 0.002359741835849; 0.002379352860321; 0.000010580579554; 0.002358191701213; 0.002420815870634; 0.002387217081613; 
0.02700 ;0.002398139328702; 0.000011748165829; 0.002374642997043; 0.002397188237276; 0.000010739086458; 0.002375710064359; 0.002377930328718; 0.002405169730054; 
0.02720 ;0.002416288943036; 0.000011301130994; 0.002393716483371; 0.002415024780746; 0.000010898771810; 0.002393227237126; 0.002435702130667; 0.002423124404706; 
0.02740 ;0.002431994766934; 0.000010824293835; 0.002410346179263; 0.002432862490638; 0.000011059635604; 0.002410743219430; 0.002430978462569; 0.002441081105622; 
0.02760 ;0.002449637741788; 0.000010377258999; 0.002428883223789; 0.002450701366867; 0.000011221677846; 0.002428258011175; 0.002444687530867; 0.002459039831871; 
0.02780 ;0.002469158262952; 0.000012075991376; 0.002445006280200; 0.002468541409346; 0.000011384898531; 0.002445771612284; 0.002476054475180; 0.002477000583901; 
0.02800 ;0.002486294598324; 0.000011658758862; 0.002463006882923; 0.002486382617976; 0.000011549297656; 0.002463284022663; 0.002448323414198; 0.002494963360892; 
0.02820 ;0.002503162712796; 0.000011181921704; 0.002480798869388; 0.002504224992676; 0.000011714875227; 0.002480795242222; 0.002513843819968; 0.002512928162667; 
0.02840 ;0.002521908373578; 0.000011807770474; 0.002498322634952; 0.002522068533359; 0.000011881631239; 0.002498305270881; 0.002594801828734; 0.002530894989365; 
0.02860 ;0.002540385813458; 0.000012403816922; 0.002515578179614; 0.002539913239924; 0.000012049565689; 0.002515814108547; 0.002544823334090; 0.002548863840201; 
0.02880 ;0.002558595032437; 0.000012999863370; 0.002532625108020; 0.002557759112297; 0.000012218678580; 0.002533321755137; 0.002513009354941; 0.002566834715404; 
0.02900 ;0.002574539274914; 0.000011539549573; 0.002551460175769; 0.002575606150377; 0.000012388969909; 0.002550828210559; 0.002569559261671; 0.002584807614298; 
0.02920 ;0.002594298214657; 0.000013148874982; 0.002568030267017; 0.002593454354075; 0.000012560439672; 0.002568333474731; 0.002640876219145; 0.002602782536929; 
0.02940 ;0.002611792177899; 0.000012701840146; 0.002586388497608; 0.002611303723308; 0.000012733087875; 0.002585837547558; 0.002657431409231; 0.002620759482599; 
0.02960 ;0.002629017920239; 0.000012254805310; 0.002604508309619; 0.002629154257982; 0.000012906914509; 0.002603340428964; 0.002689439103476; 0.002638738451570; 
0.02980 ;0.002646035046322; 0.000011837572796; 0.002622359900730; 0.002647005958011; 0.000013081919580; 0.002620842118850; 0.002736288354269; 0.002656719443119; 
0.03000 ;0.002664810509427; 0.000013387293561; 0.002638006119983; 0.002664858823297; 0.000013258103080; 0.002638342617136; 0.002664896890990; 0.002674702457088; 
0.03020 ;0.002683347553952; 0.000013983340008; 0.002655410676257; 0.002682712853762; 0.000013435465016; 0.002655841923731; 0.002676042959563; 0.002692687493355; 
0.03040 ;0.002699679226620; 0.000012552828534; 0.002674543767230; 0.002700568049308; 0.000013614005379; 0.002673340038550; 0.002766418502203; 0.002710674551599; 
0.03060 ;0.002719676584942; 0.000015056223614; 0.002689534335391; 0.002718424409850; 0.000013793724174; 0.002690836961502; 0.002678367540709; 0.002728663631306; 
0.03080 ;0.002737468571408; 0.000014638991101; 0.002708220391528; 0.002736281935300; 0.000013974621398; 0.002708332692505; 0.002732935593001; 0.002746654732723; 
0.03100 ;0.002753144592984; 0.000013238281949; 0.002726638226764; 0.002754140625564; 0.000014156697048; 0.002725827231469; 0.002800601765982; 0.002764647855074; 
0.03120 ;0.002772426695569; 0.000013804526074; 0.002744817643421; 0.002772000480553; 0.000014339951123; 0.002743320578308; 0.002819615647665; 0.002782642998563; 
0.03140 ;0.002789533228619; 0.000014311165555; 0.002760910897510; 0.002789861500184; 0.000014524383627; 0.002760812732929; 0.002852219388357; 0.002800640162178; 
0.03160 ;0.002808338494046; 0.000014847607358; 0.002778673081653; 0.002807723684358; 0.000014709994553; 0.002778303695252; 0.002838271901480; 0.002818639346428; 
0.03180 ;0.002825057596905; 0.000014460177167; 0.002796137242572; 0.002825587032992; 0.000014896783901; 0.002795793465189; 0.002838465616576; 0.002836640550733; 
0.03200 ;0.002843415827496; 0.000014966816647; 0.002813452391879; 0.002843451545996; 0.000015084751674; 0.002813282042648; 0.002910438225142; 0.002854643774674; 
0.03220 ;0.002861505837186; 0.000015473456128; 0.002830529122608; 0.002861317223275; 0.000015273897864; 0.002830769427546; 0.002879041478506; 0.002872649018100; 
0.03240 ;0.002879417032941; 0.000015086025937; 0.002849274783389; 0.002879184064746; 0.000015464222476; 0.002848255619794; 0.002918469951025; 0.002890656280786; 
0.03260 ;0.002897089810116; 0.000015562863095; 0.002865934281604; 0.002897052070318; 0.000015655725507; 0.002865740619303; 0.002913925096861; 0.002908665562443; 
0.03280 ;0.002916342110379; 0.000016993374570; 0.002882385163562; 0.002914921239899; 0.000015848406954; 0.002883224425991; 0.002922418758742; 0.002926676862930; 
0.03300 ;0.002933567852719; 0.000016576142056; 0.002900445370929; 0.002932791573400; 0.000016042266817; 0.002900707039767; 0.002943503901831; 0.002944690181829; 
0.03320 ;0.002950614781125; 0.000016158909543; 0.002918296962039; 0.002950663070736; 0.000016237305098; 0.002918188460540; 0.002922597572676; 0.002962705518674; 
0.03340 ;0.002969211430295; 0.000016635746701; 0.002935939936893; 0.002968535731813; 0.000016433521790; 0.002935668688232; 0.002968105718962; 0.002980722873543; 
0.03360 ;0.002987599463208; 0.000017112583859; 0.002953344493167; 0.002986409556539; 0.000016630916894; 0.002953147722750; 0.003024834439627; 0.002998742246047; 
0.03380 ;0.003003990740521; 0.000016725153668; 0.002970570235507; 0.003004284544830; 0.000016829490412; 0.002970625564006; 0.002988058373801; 0.003016763635841; 
0.03400 ;0.003021991343243; 0.000016337723477; 0.002989315896289; 0.003022160696594; 0.000017029242340; 0.002988102211914; 0.003067317650191; 0.003034787042528; 
0.03420 ;0.003039753527386; 0.000017678827984; 0.003004366069095; 0.003040038011741; 0.000017230172677; 0.003005577666387; 0.003003719494215; 0.003052812466135; 
0.03440 ;0.003057307095273; 0.000017291397793; 0.003022724299686; 0.003057916490182; 0.000017432281419; 0.003023051927344; 0.003054070517889; 0.003070839906433; 
0.03460 ;0.003076350779278; 0.000017738432629; 0.003040873914020; 0.003075796131826; 0.000017635568570; 0.003040524994686; 0.003114882156721; 0.003088869362764; 
